PERIOD,PRODUCTGROUP,ReportingChannel,BRAND,Item,DISPLAY TECHNOL,DISPLAY SIZE,Resolution,LED,HD Types,Smart TV,CURVED,Signal Source,Sales Units,Sales Value EUR,Price EUR,Sales Value <LC>,Price <LC>,Sales Value USD,Price USD
January 2023,PTV/FLAT,Panelmarket,LG,65UN7100PVA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,-1,-660,660,"-11,999","11,999",-705,705
January 2023,PTV/FLAT,Panelmarket,LG,75UN7180PVC,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,935,935,"16,999","16,999",999,999
January 2023,PTV/FLAT,Panelmarket,LG,24MT48AF,LCD-DISPLAY,24,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,1,110,110,"1,999","1,999",118,118
January 2023,PTV/FLAT,Panelmarket,LG,55UK7500PVA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,918,900,"16,677","16,350",980,961
January 2023,PTV/FLAT,Panelmarket,LG,OLED55C7T,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,"1,123","1,101","20,399","19,999","1,199","1,176"
January 2023,PTV/FLAT,Panelmarket,LG,86NANO85VPA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"1,706","1,706","30,999","30,999","1,822","1,822"
January 2023,PTV/FLAT,Panelmarket,LG,60UM7100PVB,LCD-DISPLAY,60,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,-1,-275,275,"-5,000","5,000",-294,294
January 2023,PTV/FLAT,Panelmarket,LG,65UK6300PVB,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,-1,-605,605,"-10,999","10,999",-647,647
January 2023,PTV/FLAT,Panelmarket,LG,<Others>,,,,,,,,,-1,-825,825,"-14,999","14,999",-882,882
January 2023,PTV/FLAT,Panelmarket,MAXDORF,MD-39AHD,LCD-DISPLAY,39,1366x768,NO LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,43,"6,562",153,"119,237","2,773","7,010",163
January 2023,PTV/FLAT,Panelmarket,MAXDORF,MD-43FHD,LCD-DISPLAY,43,1920x1080,NO LED,Full HD,No Smart TV,NOT CURVED,DVB-T,15,"2,888",193,"52,485","3,499","3,086",206
January 2023,PTV/FLAT,Panelmarket,MAXDORF,MD-50DUD,LCD-DISPLAY,50,3840x2160,NO LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,DVB-T/T2,9,"2,635",293,"47,891","5,321","2,815",313
January 2023,PTV/FLAT,Panelmarket,MAXDORF,MD-32AHD,LCD-DISPLAY,32,1366x768,NO LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,13,"1,683",129,"30,587","2,353","1,798",138
January 2023,PTV/FLAT,Panelmarket,OMEGA,OM326,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,"1,264","129,236",102,"2,348,466","1,858","138,063",109
January 2023,PTV/FLAT,Panelmarket,OMEGA,OM-4040,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,717,"117,725",164,"2,139,283","2,984","125,765",175
January 2023,PTV/FLAT,Panelmarket,OMEGA,SLM-50C4,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,26,"5,804",223,"105,474","4,057","6,201",238
January 2023,PTV/FLAT,Panelmarket,OMEGA,OM-4039,LCD-DISPLAY,39,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,459,"62,582",136,"1,137,231","2,478","66,856",146
January 2023,PTV/FLAT,Panelmarket,OMEGA,OM-5050,LCD-DISPLAY,50,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,12,"2,916",243,"52,988","4,416","3,115",260
January 2023,PTV/FLAT,Panelmarket,OMEGA,OM-32C,LCD-DISPLAY,32,1360x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,29,"2,430",84,"44,165","1,523","2,596",90
January 2023,PTV/FLAT,Panelmarket,OMEGA,OM-176,LCD-DISPLAY,17,1280x1024,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,1,62,62,"1,128","1,128",66,66
January 2023,PTV/FLAT,Panelmarket,OMEGA,OM-403,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,3,495,165,"8,994","2,998",529,176
January 2023,PTV/FLAT,Panelmarket,OMEGA,SLM-55C3,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,5,"1,816",363,"32,995","6,599","1,940",388
January 2023,PTV/FLAT,Panelmarket,OMEGA,OM-328,LCD-DISPLAY,32,1360x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,3,279,93,"5,070","1,690",298,99
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-32HDR,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,575,"74,195",129,"1,348,259","2,345","79,262",138
January 2023,PTV/FLAT,Panelmarket,ORION,OLED32BF,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2/S,440,"44,255",101,"804,198","1,828","47,278",107
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-45FHDA,LCD-DISPLAY,45,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,112,"34,016",304,"618,135","5,519","36,339",324
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-40FHD,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,240,"47,732",199,"867,382","3,614","50,992",212
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-39HDRA,LCD-DISPLAY,39,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,94,"15,579",166,"283,106","3,012","16,643",177
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-50UHD,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,DVB-T/T2/S,22,"6,525",297,"118,578","5,390","6,971",317
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-43FHD,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,10,"2,289",229,"41,590","4,159","2,445",245
January 2023,PTV/FLAT,Panelmarket,ORION,OTV65UVS,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,6,"3,165",527,"57,505","9,584","3,381",563
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-24HD,LCD-DISPLAY,24,1280x720,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,35,"3,410",97,"61,965","1,770","3,643",104
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-55UHD,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,DVB-T,10,"3,521",352,"63,990","6,399","3,762",376
January 2023,PTV/FLAT,Panelmarket,ORION,OLED-50FHDC,LCD-DISPLAY,50,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,43,"14,930",347,"271,308","6,309","15,950",371
January 2023,PTV/FLAT,Panelmarket,ORION,OLEDS-55UHD,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,40,"18,016",450,"327,381","8,185","19,246",481
January 2023,PTV/FLAT,Panelmarket,ORION,OLEDS-65UHD,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,31,"18,765",605,"340,992","11,000","20,046",647
January 2023,PTV/FLAT,Panelmarket,PANASONIC,TH-55FS435Q,LCD-DISPLAY,55,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,4,"1,321",330,"23,996","5,999","1,411",353
January 2023,PTV/FLAT,Panelmarket,PANASONIC,TH-49E325Q,LCD-DISPLAY,49,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,1,330,330,"5,999","5,999",353,353
January 2023,PTV/FLAT,Panelmarket,PANASONIC,TH-32E310,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,1,182,182,"3,299","3,299",194,194
January 2023,PTV/FLAT,Panelmarket,PANASONIC,TH-49FX435Q,LCD-DISPLAY,49,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,358,358,"6,499","6,499",382,382
January 2023,PTV/FLAT,Panelmarket,PANASONIC,<Others>,,,,,,,,,1,550,550,"9,999","9,999",588,588
January 2023,PTV/FLAT,Panelmarket,PHILIPS,43PHT5505,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,10,"1,657",165,"30,115","2,999","1,770",176
 ,PTV/FLAT,Panelmarket,PHILIPS,43PFT6915,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,5,"1,381",275,"25,099","4,999","1,476",294
January 2023,PTV/FLAT,Panelmarket,PHILIPS,55PUT8215,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,5,"2,092",396,"38,021","7,188","2,235",423
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA40N5300,LCD-DISPLAY,40,1366x768,LED,HD Ready,Smart TV,NOT CURVED,n.a.,"1,934","528,380",273,"9,601,672","4,965","564,469",292
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32T5300A,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T/T2/S/C,86,"17,657",205,"320,867","3,731","18,863",219
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA50AU7000,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,"1,411","640,719",454,"11,643,086","8,251","684,480",485
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA55AU7000,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,"1,547","783,245",506,"14,233,051","9,200","836,741",541
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43T5300,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/S,855,"251,785",294,"4,575,405","5,348","268,982",314
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5003,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,"2,289","357,948",156,"6,504,594","2,841","382,396",167
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43AU7000,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,"1,254","444,953",355,"8,085,638","6,450","475,343",379
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA65AU7000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,"1,327","919,659",693,"16,711,952","12,593","982,472",740
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5300,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,n.a.,"1,332","245,405",184,"4,459,483","3,348","262,167",197
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA70AU7000,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,263,"216,616",825,"3,936,326","14,987","231,411",881
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA75AU7000,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,870,"822,454",945,"14,945,555","17,173","878,628","1,010"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q60B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,531,"486,746",917,"8,845,108","16,672","519,991",980
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q60B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,"1,346","791,565",588,"14,384,241","10,690","845,629",628
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5001,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2/C,190,"45,706",240,"830,559","4,365","48,827",257
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA40N5000,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2/C,398,"125,743",316,"2,284,986","5,745","134,331",338
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50Q60B,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,260,"143,526",551,"2,608,139","10,013","153,329",589
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50QN90B,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,47,"43,220",919,"785,388","16,692","46,172",981
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75Q60B,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,199,"264,460","1,330","4,805,747","24,160","282,523","1,420"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA85BU8000,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,209,"331,759","1,588","6,028,696","28,866","354,418","1,697"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA43QN90B,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,63,"48,397",773,"879,457","14,049","51,702",826
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43N5000,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/S,178,"43,983",247,"799,257","4,491","46,987",264
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85Q60B,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,175,"342,266","1,951","6,219,630","35,446","365,643","2,084"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65LS03B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,37,"55,540","1,513","1,009,267","27,489","59,333","1,616"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q80B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,28,"38,637","1,396","702,101","25,376","41,276","1,492"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q70B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,316,"303,994",963,"5,524,149","17,500","324,757","1,029"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN700B,LCD-DISPLAY,55,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2,46,"60,787","1,333","1,104,615","24,224","64,939","1,424"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN90B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,78,"86,888","1,120","1,578,920","20,352","92,822","1,196"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85Q70B,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,137,"293,294","2,143","5,329,700","38,949","313,325","2,290"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32J4003,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2/C,143,"21,685",152,"394,057","2,756","23,166",162
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q70B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,16,"14,922",907,"271,161","16,474","15,941",968
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA58Q60T,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,55,"42,370",770,"769,945","13,999","45,264",823
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN90B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,30,"61,743","2,029","1,121,989","36,871","65,960","2,168"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN700B,LCD-DISPLAY,65,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2,49,"110,103","2,254","2,000,787","40,962","117,623","2,408"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q80B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,55,"46,376",844,"842,748","15,336","49,544",902
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q60A,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,65,"43,842",676,"796,700","12,283","46,837",722
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55LS03B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,29,"32,949","1,136","598,740","20,646","35,199","1,214"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75Q70B,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,17,"30,984","1,819","563,031","33,061","33,100","1,944"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA49N5300,LCD-DISPLAY,49,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/S,97,"42,101",434,"765,056","7,887","44,977",464
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA55BU8000,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,97,"57,937",597,"1,052,823","10,857","61,894",638
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN90A,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,63,"67,986","1,076","1,235,439","19,554","72,630","1,150"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA60BU8000,LCD-DISPLAY,60,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,53,"40,070",750,"728,146","13,628","42,807",801
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA58TU7000,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,49,"25,769",526,"468,275","9,557","27,529",562
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5000,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/S,16,"2,459",154,"44,684","2,793","2,627",164
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN90A,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,"2,339","1,509","42,498","27,418","2,498","1,612"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75LS03B,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,9,"19,508","2,168","354,494","39,388","20,840","2,316"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50LS01B,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,7,"6,091",870,"110,690","15,813","6,507",930
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55LS01T,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,23,"21,557",922,"391,725","16,748","23,029",985
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA75BU8000,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,67,"68,448","1,021","1,243,833","18,556","73,123","1,091"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA60AU8000,LCD-DISPLAY,60,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,25,"20,145",801,"366,065","14,549","21,520",855
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q60A,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,38,"33,143",864,"602,277","15,709","35,407",924
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA49RU7100,LCD-DISPLAY,49,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,56,"24,011",429,"436,334","7,792","25,651",458
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50LS01T,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,17,"16,600",992,"301,652","18,035","17,734","1,060"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA65BU8000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,35,"27,243",776,"495,054","14,106","29,103",829
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50Q60A,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,18,"11,950",664,"217,146","12,064","12,766",709
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85Q60A,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,34,"63,981","1,881","1,162,648","34,186","68,350","2,010"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN800A,LCD-DISPLAY,65,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/S/C,18,"35,547","1,975","645,958","35,887","37,975","2,110"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43TU7000,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,15,"5,372",364,"97,618","6,618","5,739",389
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5003AKXMV,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,9,"1,226",140,"22,272","2,539","1,309",149
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA32LS03T,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,56,"28,401",509,"516,099","9,250","30,341",544
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55LS03A,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,21,"21,114","1,005","383,685","18,271","22,556","1,074"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN85B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,26,"25,058",964,"455,356","17,514","26,770","1,030"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55LS01B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/C,5,"4,787",957,"86,997","17,399","5,114","1,023"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q70A,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,16,"11,991",739,"217,890","13,433","12,809",790
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN800B,LCD-DISPLAY,65,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/S/C,16,"47,843","2,990","869,392","54,337","51,110","3,194"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN85A,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,11,"19,205","1,746","348,990","31,726","20,517","1,865"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q60T,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,6,"3,576",588,"64,974","10,686","3,820",628
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65LS03T,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,13,"22,391","1,722","406,887","31,299","23,920","1,840"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN90B,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,20,"56,100","2,805","1,019,449","50,972","59,932","2,997"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA65AU8000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,23,"17,201",748,"312,577","13,590","18,376",799
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA98QN90A,LCD-DISPLAY,98,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,13,"123,339","9,522","2,241,312","173,028","131,764","10,172"
January 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN700B,LCD-DISPLAY,75,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,21,"60,661","2,928","1,102,324","53,213","64,804","3,128"
